model,auc,fpr,tpr
RandomForest,0.7946208446208447,0.11425061425061425,0.45897435897435895
RandomForest,0.7946208446208447,0.11506961506961506,0.46153846153846156
RandomForest,0.7946208446208447,0.1167076167076167,0.4641025641025641
RandomForest,0.7946208446208447,0.11793611793611794,0.4666666666666667
RandomForest,0.7946208446208447,0.11957411957411958,0.46923076923076923
RandomForest,0.7946208446208447,0.12039312039312039,0.4717948717948718
RandomForest,0.7946208446208447,0.12366912366912367,0.4794871794871795
RandomForest,0.7946208446208447,0.12407862407862408,0.48205128205128206
RandomForest,0.7946208446208447,0.12448812448812449,0.4846153846153846
RandomForest,0.7946208446208447,0.12571662571662573,0.4897435897435897
RandomForest,0.7946208446208447,0.1285831285831286,0.49230769230769234
RandomForest,0.7946208446208447,0.128992628992629,0.49743589743589745
RandomForest,0.7946208446208447,0.1298116298116298,0.5102564102564102
RandomForest,0.7946208446208447,0.13308763308763308,0.5128205128205128
RandomForest,0.7946208446208447,0.13431613431613432,0.517948717948718
RandomForest,0.7946208446208447,0.13677313677313677,0.5205128205128206
RandomForest,0.7946208446208447,0.1375921375921376,0.5230769230769231
RandomForest,0.7946208446208447,0.13882063882063883,0.5307692307692308
RandomForest,0.7946208446208447,0.1416871416871417,0.5333333333333333
RandomForest,0.7946208446208447,0.14250614250614252,0.5384615384615384
RandomForest,0.7946208446208447,0.14332514332514332,0.541025641025641
RandomForest,0.7946208446208447,0.147010647010647,0.5435897435897435
RandomForest,0.7946208446208447,0.14782964782964783,0.5461538461538461
RandomForest,0.7946208446208447,0.14905814905814907,0.5487179487179488
RandomForest,0.7946208446208447,0.1506961506961507,0.5538461538461539
RandomForest,0.7946208446208447,0.15151515151515152,0.558974358974359
RandomForest,0.7946208446208447,0.15192465192465193,0.5615384615384615
RandomForest,0.7946208446208447,0.1552006552006552,0.5641025641025641
RandomForest,0.7946208446208447,0.15601965601965603,0.5666666666666667
RandomForest,0.7946208446208447,0.16339066339066338,0.5692307692307692
RandomForest,0.7946208446208447,0.1638001638001638,0.5717948717948718
RandomForest,0.7946208446208447,0.16625716625716624,0.5743589743589743
RandomForest,0.7946208446208447,0.16707616707616707,0.5769230769230769
RandomForest,0.7946208446208447,0.16871416871416872,0.5794871794871795
